Time (s);Latitude (°);Longitude (°);Height (m);Velocity (m/s);Direction (°);Horizontal Accuracy (m);Vertical Accuracy (°)
264,0149783;52,31687391;4,939275458;-0,899502554;5,495256907;241,0813904;4,730509282;4,730509282
265,0149792;52,31684836;4,939199983;-0,983093339;5,632105583;241,0813904;4,733368791;4,733368791
266,0149814;52,31682565;4,93913292;-1,074406997;5,247486915;241,0813904;4,73269928;4,73269928
267,0149868;52,31680382;4,939068435;-0,914846848;5,074968546;241,0813904;4,73369246;4,73369246
268,0149853;52,31677963;4,938996707;-0,114910015;5,303543125;241,2771606;4,733842227;4,733842227
269,0149864;52,31675908;4,938935514;-0,074765334;4,874405877;241,2771606;4,734380822;4,734380822
270,0149873;52,31675477;4,938861566;0,067598955;4,697913934;240,933583;4,734369858;4,734369858
271,0149921;52,31673322;4,938800134;0,245294935;4,741448835;240,12732;4,751316767;4,751316767
272,0149901;52,31671124;4,938740634;0,341122693;4,784082945;238,9758713;4,775344825;4,775344825
273,0146686;52,31668888;4,938676237;0,395297451;5,034210046;239,5452428;4,811446929;4,811446929
274,0146672;52,31667088;4,938607929;0,291452053;4,926644957;242,8009307;4,818549615;4,818549615
275,0146717;52,31665559;4,938546189;0,368773119;4,798420829;245,2012254;4,82868213;4,82868213
276,0146703;52,31664489;4,938470733;0,601314423;5,022879213;251,2328039;4,840349028;4,840349028
277,0149945;52,31664313;4,938403391;0,544581614;4,694081409;259,4836443;4,851254595;4,851254595
278,0149978;52,31663551;4,938331162;0,550232675;4,923579799;259,0032727;4,852641172;4,852641172
279,0150013;52,31661903;4,938275018;0,916408786;4,523994686;248,8188232;4,853576886;4,853576886
280,0150043;52,31659154;4,938228312;1,247335518;4,48806087;232,869561;4,854052731;4,854052731
281,0150067;52,31655515;4,938201796;1,152381473;4,249784771;212,8397064;4,851218271;4,851218271
